,Company Name,NSE,title1,date1,desc1,link1,title2,date2,desc2,link2,title3,date3,desc3,link3
24,Amara Raja Batt,AMARAJABAT,Should Income Investors Look At Amara Raja Batteries ...,1 day ago,"Should Income Investors Look At Amara Raja Batteries Limited (NSE:AMARAJABAT) Before Its Ex-Dividend? By: Simply Wall St. Published: February 20, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-amarajabat/amara-raja-batteries-shares/news/should-income-investors-look-at-amara-raja-batteries-limited,Amara Raja Batteries Limited Records 20% growth in PBT ...,1 week ago,"... key sectors of the business, Amara Raja Batteries Limited, India's leading Industrial and Automotive Battery major (BSE: 500008 & NSE Code: AMARAJABAT), ...",https://www.apnnews.com/amara-raja-batteries-limited-records-20-growth-in-pbt-launches-announces-major-sustainability-initiatives-with-solar-power-lead-recycling-plants/,Has Amara Raja Batteries (NSE:AMARAJABAT) Got What It ...,1 week ago,"Has Amara Raja Batteries (NSE:AMARAJABAT) Got What It Takes To Become A Multi-Bagger? By: Simply Wall St. Published: February 12, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-amarajabat/amara-raja-batteries-shares/news/has-amara-raja-batteries-nseamarajabat-got-what-it-takes-to
25,Amber Enterpris,AMBER,"Amber Heard, Girlfriend Bianca Butti Going Strong; Couple ...",27 mins ago,"Amber Heard and girlfriend Bianca Butti were spotted arriving at LAX together Saturday; Heard wore a black shirt, dark jeans and black boots for their flight; This ...",https://www.ibtimes.com/amber-heard-girlfriend-bianca-butti-going-strong-couple-spotted-lax-after-valentines-3149458,Is Amber Portwood Back On Drugs? Fans Think So,1 hour ago,"Amber Portwood of Teen Mom OG has a known history of substance abuse. Though she has appeared to be sober for some time, after the last episode, fans are ...",https://www.tvshowsace.com/2021/02/21/fans-concerned-amber-portwood-on-drugs/,Goodbye Amber Heard! They claim she was fired from Aquaman 2,1 hour ago,"They have recently assured that the controversial actress Amber Heard it was fired of the project of ""Aquaman 2""and his place would be taken by Emilia Clarke, ...",https://sunriseread.com/goodbye-amber-heard-they-claim-she-was-fired-from-aquaman-2/138316/
26,Ambuja Cements,AMBUJACEM,Did Ambuja Cements' (NSE:AMBUJACEM) Share Price ...,1 week ago,"Did Ambuja Cements' (NSE:AMBUJACEM) Share Price Deserve to Gain 42%?. By: Simply Wall St. Published: February 11, 2021.",https://simplywall.st/stocks/in/materials/nse-ambujacem/ambuja-cements-shares/news/did-ambuja-cements-nseambujacem-share-price-deserve-to-gain,What Is The Ownership Structure Like For Ambuja Cements ...,3 weeks ago,"Published: January 27, 2021. NSEI:AMBUJACEM. The big shareholder groups in Ambuja Cements Limited (NSE:AMBUJACEM) have power over the company.",https://simplywall.st/stocks/in/materials/nse-ambujacem/ambuja-cements-shares/news/what-is-the-ownership-structure-like-for-ambuja-cements-limi,Our Take On The Returns On Capital At Ambuja Cements ...,1 month ago,"... a compounding machine. That's why when we briefly looked at Ambuja Cements' (NSE:AMBUJACEM) ROCE trend, we were pretty happy with what we saw.",https://simplywall.st/stocks/in/materials/nse-ambujacem/ambuja-cements-shares/news/our-take-on-the-returns-on-capital-at-ambuja-cements-nseambu
27,APL Apollo,APLAPOLLO,Apollo Column: The Game-Changer in Construction -,1 day ago,"APL Apollo Tubes Limited, the largest producer of electric resistance welded (ERW) steel pipes and tubes in India, with an annual capacity of more than 2.5 ...",https://www.steel-360.com/stories/apollo-column-the-game-changer-in-construction,"2021: Top 5 Disruptive Trends in the Solar Tracker Market by Top Companies- APL Apollo Tubes Ltd, SunPower Corporation, Convert Italia SpA, Soltec Renewable SL, Game Change Solar and First Solar Inc.",2 days ago,"APL Apollo Tubes Ltd, SunPower Corporation, Convert Italia SpA, Soltec Renewable SL, Game Change Solar and First Solar Inc. Browse the complete report @ ...",https://www.nymarketreports.com/uncategorized/31241/2021-top-5-disruptive-trends-in-the-solar-tracker-market-by-top-companies-apl-apollo-tubes-ltd-sunpower-corporation-convert-italia-spa-soltec-renewable-sl-game-change-solar-and-first-solar-inc/,"Solar Tracker Market Detail Analysis Focusing On Application, Types And Regional Outlook by 2026 |APL Apollo Tubes Ltd, SunPower Corporation, Convert Italia SpA, Soltec Renewable SL, Game Change Solar and First Solar Inc.",3 days ago,"APL Apollo Tubes Ltd, SunPower Corporation, Convert Italia SpA, Soltec Renewable SL, Game Change Solar and First Solar Inc. Browse the complete report @ ...",https://neighborwebsj.com/uncategorized/3475910/solar-tracker-market-detail-analysis-focusing-on-application-types-and-regional-outlook-by-2026-apl-apollo-tubes-ltd-sunpower-corporation-convert-italia-spa-soltec-renewable-sl-game-change-solar/
28,Apollo Hospital,APOLLOHOSP,Do Its Financials Have Any Role To Play In Driving Apollo ...,3 weeks ago,Apollo Hospitals Enterprise's (NSE:APOLLOHOSP) stock is up by a considerable 29% over the past three months. Given that stock prices are usually aligned ...,https://simplywall.st/stocks/in/healthcare/nse-apollohosp/apollo-hospitals-enterprise-shares/news/do-its-financials-have-any-role-to-play-in-driving-apollo-ho,"Sourav Ganguly's health condition stable, had good sleep at ...",3 weeks ago,"Sourav Ganguly's health condition stable, had good sleep at night: Apollo hosp. By. Dhrumit Thakkar. -. January 29, 2021. 70. 0.",https://www.gnsnews.co.in/sourav-gangulys-health-condition-stable-had-good-sleep-at-night-apollo-hosp/,"BCCI Prez Sourav Ganguly admitted to Apollo hosp, Kolkata",3 weeks ago,"GUJARATI NEWS SERVICE (GNS) was launched in July 2009 and has grown into one of the largest news agencies of INDIA providing news service in English, ...",https://www.gnsnews.co.in/bcci-prez-sourav-ganguly-admitted-to-apollo-hosp-kolkata/
29,Apollo Tyres,APOLLOTYRE,"Global Aircraft Tire Retreading Market 2021 Covid-19 Effect Analysis by Top Competitors Bridgestone Corporation (Japan), The Goodyear Tyre & Rubber Company (US), Michelin (France), Marangoni SPA (Italy), Wilkerson Company, Apollo Tyre Ltd (India) Aviation Tyre & Treads LLC",51 mins ago,Wilkerson Company Apollo Tyre Ltd (India) Aviation Tyre & Treads LLC (US) SAIC (China) Desser Tire & Rubber Co. LLC (US) Oliver Tyre Group (South Africa),https://www.nymarketreports.com/uncategorized/56266/global-aircraft-tire-retreading-market-2021-covid-19-effect-analysis-by-top-competitors-bridgestone-corporation-japan-the-goodyear-tyre-rubber-company-us-michelin-france-marangoni-spa/,"Apollotyre Equity cash cmp,-238.55, risk takers buy in any dip ...",1 day ago,"Apollotyre Equity cash cmp,-238.55, risk takers buy in any dip till upto hold sustain or maintain when above,238, else buy @ 240.65 cross sustain hold above 3-5 ...",https://mmb.moneycontrol.com/forum-topics/stocks/apollo-tyres/thread-message-91071205-92871205.html,Apollo Tyres Limited's (NSE:APOLLOTYRE) Stock Is Rallying ...,1 week ago,Apollo Tyres Limited's (NSE:APOLLOTYRE) Stock Is Rallying But Financials Look Ambiguous: Will The Momentum Continue? By: Simply Wall St. Published ...,https://simplywall.st/stocks/in/automobiles/nse-apollotyre/apollo-tyres-shares/news/apollo-tyres-limiteds-nseapollotyre-stock-is-rallying-but-fi
30,Ashok Leyland,ASHOKLEY,Should You Investigate Ashok Leyland Limited (NSE ...,1 week ago,"ASHOKLEY's optimistic future growth appears to have been factored into the current share price, with shares trading above its fair value. At this current price, ...",https://simplywall.st/stocks/in/capital-goods/nse-ashokley/ashok-leyland-shares/news/should-you-investigate-ashok-leyland-limited-nseashokley-at,Here is what expert analysts think about Ashok Leyland,2 weeks ago,Take Ashok Leyland (NSI:ASHOKLEY) as an example. Shares in the company have risen by 20.4% over the past month and it's currently trading at 134.75.,https://www.stockopedia.com/articles/here-is-what-expert-analysts-think-about-ashok-leyland-184669/,Does Ashok Leyland (NSE:ASHOKLEY) Have A Healthy ...,3 weeks ago,"Does Ashok Leyland (NSE:ASHOKLEY) Have A Healthy Balance Sheet? By: Simply Wall St. Published: January 27, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-ashokley/ashok-leyland-shares/news/does-ashok-leyland-nseashokley-have-a-healthy-balance-sheet-1
31,Ashoka Buildcon,ASHOKA,2nd Chandanavana Film Critics Academy 2020: Check out the Complete Winners' List,55 mins ago,KS Ashoka's Dia has walked away with four awards including The Best Film Award and the Best Actress Award at the 2nd Chandanavana Film Critics Academy ...,https://www.ibtimes.co.in/chandanavana-film-critics-academy-2020-dia-popcorn-monkey-tiger-gentleman-walk-away-maximum-833452,70-yr-old man dies after hit by speeding car at Govindpura,11 hours ago,A 70-year-old man died in a road accident after he was hit by a speeding car at Govindpura MPSEB gate under Ashoka Garden police station area on Saturday.,https://www.dailypioneer.com/2021/state-editions/70-yr-old-man-dies-after-hit-by-speeding-car-at-govindpura.html,The teen who came to England with £3 and made a curry ...,1 day ago,"Ashoka has been on a journey to the top. From being a small curry house in Ecclesall Road, Sheffield, in the 1960s ...",https://www.examinerlive.co.uk/whats-on/food-drink-news/teenager-who-came-england-3-19876187
32,Asian Paints,ASIANPAINT,"Interior Wall Paint Market Emerging Trends, Business Opportunities, Segmentation, Production Values, Supply-Demand, Brand Shares And Forecast 2020-2027 | AkzoNobel, PPG, Sherwin Williams, Nippon Paint Holdings, RPM, Axalta, BASF, Kansai Paint, AsianPaints, BEHR, Dongfang Yuhong, Jotun, Xiangjiang Paint, Sankeshu",6 days ago,"... PPG, Sherwin Williams, Nippon Paint Holdings, RPM, Axalta, BASF, Kansai Paint, AsianPaints, BEHR, Dongfang Yuhong, Jotun, Xiangjiang Paint, Sankeshu.",https://neighborwebsj.com/uncategorized/3219302/interior-wall-paint-market-emerging-trends-business-opportunities-segmentation-production-values-supply-demand-brand-shares-and-forecast-2020-2027-akzonobel-ppg-sherwin-williams-nippon-paint/,Here's What To Make Of Asian Paints' (NSE:ASIANPAINT ...,2 weeks ago,"Here's What To Make Of Asian Paints' (NSE:ASIANPAINT) Returns On Capital. By: Simply Wall St. Published: February 07, 2021.",https://simplywall.st/stocks/in/materials/nse-asianpaint/asian-paints-shares/news/heres-what-to-make-of-asian-paints-nseasianpaint-returns-on,Neutral Asian Paints; Target Of Rs 2790: Motilal Oswal,3 weeks ago,"Motilal Oswal recommended Neutral rating on Asian Paints with a target price of Rs 2790 in its research report dated January 21, 2021. Broker Research. February ...",https://www.moneycontrol.com/news/business/neutral-asian-paints-target-of-rs-2790-motilal-oswal-6435381.html
33,Aster DM Health,ASTERDM,Buy Aster DM Healthcare; Target Of Rs 210: ICICI Direct,6 days ago,"ICICI Direct is bullish on Aster DM Healthcare has recommended buy rating on the stock with a target price of Rs 210 in its research report dated February 10, ...",https://www.moneycontrol.com/news/business/buy-aster-dm-healthcare-target-of-rs-210-icici-direct-6515191.html,Aster DM Healthcare - India recovers; GCC recovery remains ...,6 days ago,Aster DM Healthcare's (Aster) Q3FY21 performance was below our estimates due to weak growth in GCC hospitals. Overall occupancy remained flat YoY and ...,http://www.equitybulls.com/admin/news2006/news_det.asp?id=284143,Q3FY21 Result Update - Aster DM Healthcare - ICICI Direct,6 days ago,"Q3FY21 Result Update - Aster DM Healthcare - ICICI Direct. Posted On: 2021-02-15 02:04:21 (Time Zone: Arizona, USA).",http://www.equitybulls.com/admin/news2006/news_det.asp?id=284138
34,Astral Poly Tec,ASTRAL,Behind Her Eyes is crazy – making it the perfect the show for ...,10 mins ago,"Louise then uses her own powers of astral projection – as picked up from Adele – to float upstairs Why? Who knows, apart from the fact that the plot requires it. And ...",https://www.irishtimes.com/culture/tv-radio-web/behind-her-eyes-is-crazy-making-it-the-perfect-the-show-for-these-crazy-days-1.4491217,Netflix's Behind Her Eyes finale explained – and it's ...,10 hours ago,... she is capable of astral projection (when she travels outside her body and can go anywhere she's been before) and uses this to her advantage to try and save ...,https://www.hellomagazine.com/film/20210221107371/netflix-behind-her-eyes-finale-explained-leaves-viewers-baffled/,"Personal Flotation Equipment Market Overview, Size, Share, Growth Revenue, Trends Analysis, Region Demand And Forecasts Report 2027 | Survitec Group Limited, VIKING Life-Saving Equipment, The Coleman Company",12 hours ago,"... O'Neill, Astral, Stormy Lifejackets, Kokatat, Harmony Gear, JimBuoy, SeaSafe Systems, Spinlock. Market Segmentation by Product: Buoyancy Aid (Foam Core)",https://jumbonews.co.uk/news/1930431/personal-flotation-equipment-market-overview-size-share-growth-revenue-trends-analysis-region-demand-and-forecasts-report-2027-survitec-group-limited-viking-life-saving-equipment-the-coleman/
35,AstraZeneca,ASTRAZEN,"Schizophrenia Therapeutic Market Research Study including Growth Factors, Types and Application by regions from 2020 to 2026 with key players position (Eli Lilly, Johnson and Johnson, Pfizer, Astrazeneca and others)",1 hour ago,"Schizophrenia Therapeutic Market Research Study including Growth Factors, Types and Application by regions from 2020 to 2026 with key players position (Eli ...",https://jumbonews.co.uk/uncategorised/1932961/schizophrenia-therapeutic-market-research-study-including-growth-factors-types-and-application-by-regions-from-2020-to-2026-with-key-players-position-eli-lilly-johnson-and-johnson-pfizer-astrazen/,"Global Injection Pen Market 2021 | Know the Companies List Could Potentially Benefit or Loose out From the Impact of COVID-19 | Top Companies: Novo Nordisk, Sanofi, ELI Lilly, Merck, Ypsomed, Astrazeneca, Roche, Becton, Dickinson, Owen Mumford, Novartis, Pfizer, Haselmeier,,,,, etc. | InForGrowth",1 day ago,"Global Injection Pen Market 2021 | Know the Companies List Could Potentially Benefit or Loose out From the Impact of COVID-19 | Top Companies: Novo Nordisk, ...",https://www.expresskeeper.com/2021/02/20/global-injection-pen-market-2021-know-the-companies-list-could-potentially-benefit-or-loose-out-from-the-impact-of-covid-19-top-companies-novo-nordisk-sanofi-eli-lilly-merck-ypsomed-astrazen/,"Impact of COVID-19 on Bio-Pharma Market 2021 | Size, Growth, Demand, Opportunities & Forecast To 2027 | Bristol-Myers Squibb Company, Biogen Idec, Novartis AG GlaxoSmithKline Plc, AbbVie, AstraZeneca PLC",5 days ago,"Top Key Players Profiled in this report are: Bristol-Myers Squibb Company, Biogen Idec, Novartis AG GlaxoSmithKline Plc, AbbVie, AstraZeneca PLC, F. Hoffmann- ...",https://neighborwebsj.com/news/3301770/impact-of-covid-19-on-bio-pharma-market-2021-size-growth-demand-opportunities-forecast-to-2027-bristol-myers-squibb-company-biogen-idec-novartis-ag-glaxosmithkline-plc-abbvie-astrazen/
36,Atul,ATUL,Asom Gana Parishad will remain only regional party in State ...,54 mins ago,"Addressing the gathering, AGP president Atul Bora slammed the Congress and All India United Democratic Front (AIUDF). ""Everyone should get ready with ...",https://www.sentinelassam.com/north-east-india-news/assam-news/asom-gana-parishad-will-remain-only-regional-party-in-state-atul-bora-525660,"The Problem With E-health Records, And How To Solve Them",1 hour ago,"Atul wasn't the only person to complain about the fact that there are opportunities for improvement. Another, more recent, article came out, better research, called ...",https://www.forbesindia.com/article/rotman/the-problem-with-ehealth-records-and-how-to-solve-them/60229/1,"Feed Grade Manganese Sulfate Market Size and Forecast (2021-2027) | By Top Key Players – Sulfozyme Agro, Akash Purochem, Rech Chemical, Atul, CITIC Dameng Mining Industries, Haolin Chemicals",2 hours ago,Atul; CITIC Dameng Mining Industries; Haolin Chemicals. Feed Grade Manganese Sulfate Market: Key Catalysts. The market is further subdivided according to ...,https://www.expresskeeper.com/2021/02/22/feed-grade-manganese-sulfate-market-size-and-forecast-2021-2027-by-top-key-players-sulfozyme-agro-akash-purochem-rech-chemical-atul-citic-dameng-mining-industries-haolin-chemicals/
37,AU Small Financ,AUBANK,Ahluwalia Contracts India : Published Newspaper Cutting for email of e-Postal Ballot Notice / information.,56 mins ago,"ovisit the website https://sarfaesi.auctiontigernet & https://www.aubank.in/bank-auction for ieceeding and are also advised to contact Mr. Bhanu Pratap Singh, ...",https://www.marketscreener.com/quote/stock/AHLUWALIA-CONTRACTS-INDI-6499742/news/Ahluwalia-Contracts-India-Published-Newspaper-Cutting-for-email-of-e-Postal-Ballot-Notice-inform-32496576/,Reiterate ADD on AU Small Finance Bank - Normalising ...,2 weeks ago,"With the dependence on corporate and inter-bank deposits reducing, AUBANK's deposit franchise is getting more granular. We reiterate ADD with a target price of ...",http://www.equitybulls.com/admin/news2006/news_det.asp?id=282779,Buy AU Small Finance Bank; Target Of Rs 1050: Motilal Oswal,2 weeks ago,"AUBANK reported strong earnings, led by an improvement in core operating performance and prudent utilization of AAVAS stake sale proceeds towards ...",https://www.moneycontrol.com/news/business/buy-au-small-finance-bank-target-of-rs-1050-motilal-oswal-6441431.html
